x_values,y_values
-363.15789473684214,-3.583477190161325
163.15789473684208,-3.5175253942228966
-661.4035087719299,-16.57309265420278
-75.43859649122805,3.9335406809944664
-566.6666666666667,-16.385648698915745
471.9298245614034,-14.261186995649103
170.17543859649118,-0.4689109996699859
128.0701754385965,4.326473347128731
166.66666666666663,-3.006212634284117
640.3508771929824,-14.389711601670207
587.719298245614,-15.308047592864371
47.36842105263156,-6.3973483012821
208.7719298245613,3.9506962408656925
12.280701754385973,-0.5323949826039458
-366.6666666666667,-8.192440263851992
-36.84210526315792,6.401522308319837
380.70175438596493,-6.376936568846883
278.9473684210526,-9.860735417967032
342.10526315789457,-8.485307885797951
78.9473684210526,0.4724506789770016
-96.49122807017545,-0.4041232648053386
-601.7543859649123,-17.262102826914614
475.43859649122805,-3.433651072828844
-324.56140350877195,-5.227720833978826
696.4912280701753,-26.457285848270768
-215.78947368421058,-3.7475426992527243
-626.3157894736842,-20.882724679140203
-261.40350877192986,-0.7407504416351376
-268.42105263157896,-8.295335321682877
-608.7719298245614,-16.209738917211645
194.73684210526312,5.549292510975527
429.8245614035086,-8.655235188694668
107.0175438596491,-4.361276881968942
-594.7368421052631,-24.576445213664044
489.47368421052624,-9.694585443587604
198.24561403508767,-1.7270833276959867
117.54385964912274,11.493890975160063
243.859649122807,
657.8947368421052,-16.46892857293459
-391.22807017543863,-7.068208730751672
-5.263157894736878,1.513723746807671
68.42105263157896,
671.9298245614034,-21.99511184710066
-370.17543859649123,
440.35087719298235,-6.756305658662066
-580.7017543859649,-15.679158915267953
-114.0350877192983,-4.172006283529071
436.8421052631579,-3.9812966031563426
-563.1578947368421,-20.14773201693145
384.21052631578937,-19.138253139816243
-552.6315789473684,-9.472712757573573
391.22807017543846,-1.813328678382294
654.3859649122805,-25.67523883064221
-510.5263157894737,-12.187157849700377
535.0877192982455,-16.22549057963331
-321.0526315789474,-6.11460943651804
454.38596491228054,-11.53474206111415
643.859649122807,-13.15480011864451
-489.47368421052636,
461.40350877192986,-11.964985875567834
-328.0701754385965,-9.91817770050328
-33.33333333333337,7.9641948544407155
-577.1929824561404,-24.12662168792324
415.7894736842104,-4.5074960204442664
345.61403508771923,-0.4485471794169967
-117.54385964912285,-0.07838892445493649
685.9649122807016,-31.901959380361415
-647.3684210526316,-25.63848142483688
285.9649122807017,-3.9241283898410555
-433.33333333333337,-10.551748136862969
401.7543859649122,-7.769419163150453
412.280701754386,-5.607942790040329
110.52631578947364,-4.234702928805245
-619.2982456140351,-16.988171039431005
40.350877192982466,0.02035527359207289
-450.87719298245617,-7.582873175897912
-633.3333333333334,
310.52631578947364,-8.248302704326942
-685.9649122807018,-19.86229530062698
-61.403508771929864,2.166941284563979
-394.7368421052632,-4.039712199039674
201.75438596491222,0.2629944806585036
-22.80701754385973,1.6053525967016933
-226.31578947368422,-0.7199201861822558
-233.33333333333337,-5.278422665005143
-310.5263157894737,-0.8441866847724008
377.19298245614027,-1.9792801070678578
-342.10526315789474,0.9352442655731935
373.68421052631584,0.029719804010771914
-387.719298245614,
-380.70175438596493,-14.733172741228705
43.859649122807014,-2.4634646313739417
-47.36842105263156,1.6118189947419386
261.40350877192975,-5.663625411408521
-650.8771929824561,-6.760001860983751
-57.89473684210532,1.2990313601402497
-142.1052631578948,
145.61403508771923,-1.120967876063965
-643.859649122807,
433.33333333333326,4.216294122341219
622.8070175438595,
-191.22807017543863,6.095195746086729
138.59649122807014,3.4382833148505596
559.6491228070174,-18.517662686790764
-556.140350877193,-16.663339594979927
-503.50877192982455,-10.817635332260085
661.4035087719296,-13.785076534030669
-461.40350877192986,-7.0248992325529676
-675.438596491228,-20.136064590862524
394.7368421052631,-4.075752090149054
-384.2105263157895,
545.6140350877192,-10.017068359161208
-640.3508771929825,-19.795177517213567
447.36842105263145,-6.298360466203656
229.8245614035087,-4.938294061476594
142.10526315789468,-1.1082500413289083
264.9122807017543,
289.47368421052624,-7.312444081943229
-668.421052631579,-22.728116127796554
89.47368421052624,
-177.19298245614038,0.6799043654785195
-92.9824561403509,-1.8490373046258988
275.43859649122805,-5.962397197500435
-598.2456140350878,-21.41299295729283
-292.9824561403509,-3.344973552124049
-591.2280701754386,-7.997410121217636
-542.1052631578948,-7.281961733692699
121.05263157894728,-0.49964149465166396
268.42105263157885,-0.9284749551166728
-303.5087719298246,-3.1976852433796203
563.1578947368421,-15.309752703935134
-236.84210526315792,-3.4568900156908673
-173.68421052631584,-13.785703810265483
-492.9824561403509,-6.57488868948696
50.87719298245611,0.43282938187266
619.2982456140351,-20.941036216567568
307.0175438596491,-2.352300323574462
577.1929824561403,-14.825843603355784
-187.71929824561403,4.865432454833373
514.0350877192982,-14.72586654322154
-100.0,6.506902516646453
-457.8947368421053,-6.810968905941007
-103.50877192982455,-0.7143493690801138
-89.47368421052636,0.4560971983014413
-257.89473684210526,-5.0585144099616395
-373.6842105263158,-8.549416544504297
636.8421052631579,-14.047855216753646
478.9473684210525,-11.488481234064592
492.9824561403509,-4.791776083970843
29.82456140350871,-3.9733761824216596
-338.5964912280702,0.6636266821778088
-264.9122807017544,-8.091089845136802
-8.771929824561425,0.7612152886313217
247.36842105263156,-4.598305837519097
-412.280701754386,-4.420410648257655
180.70175438596482,-5.9074808669187036
-331.5789473684211,1.5428968122184883
485.9649122807016,-9.984227789361718
521.0526315789473,-13.454050522912398
-664.9122807017544,-20.08890078409878
542.1052631578946,
292.9824561403508,-12.430238509533476
-278.94736842105266,-8.072367916489213
233.33333333333326,-0.9811655064612339
-524.561403508772,-11.87444367047492
324.56140350877195,
-528.0701754385965,-17.49302566341693
552.6315789473683,-13.565322108241604
426.31578947368416,-11.890156817393855
-629.8245614035088,-21.74701093144273
131.57894736842104,4.826065961345881
482.45614035087715,
-145.61403508771934,-4.671892046018532
-180.70175438596493,-3.121961261011322
100.0,0.05573928812001031
-352.63157894736844,-3.9122252055943436
-636.8421052631579,-22.96450082270941
633.3333333333333,-15.205527398442037
-429.82456140350877,-2.4775228760309798
422.8070175438595,-13.057346521943742
-696.4912280701755,-23.785045833225333
96.49122807017534,-9.332123687864234
584.2105263157894,-14.299728717768232
-521.0526315789474,-12.515840422639155
19.298245614035068,-1.529446682784141
-426.3157894736842,-7.124857136173055
5.263157894736764,8.084161212215733
-500.0,-7.150129750808447
-307.01754385964915,4.283233364650895
359.6491228070174,-5.955630543205889
398.24561403508756,-7.800152649279742
-482.4561403508772,-7.5116619190419724
-275.4385964912281,-2.1709449203431364
-250.87719298245617,-6.636284516989738
366.6666666666665,-7.830879002883206
156.140350877193,-0.7332001145797665
300.0,-10.830284861869663
-138.59649122807025,6.068958119192561
-159.64912280701753,2.2611803005877107
-26.315789473684276,0.6628042353956027
598.2456140350876,-13.70496614283884
-514.0350877192982,-8.419026132423921
-398.2456140350877,-14.189930100048736
22.807017543859615,-1.9456232025004754
-78.94736842105272,-1.5377394191887133
75.43859649122805,5.553448546653186
226.31578947368416,-1.2538383966568272
257.8947368421052,2.63204141645129
-401.7543859649123,-10.15485826408571
